Name,AccountId,IsPrivate,Description,StageName,Amount,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,CampaignId,Pricebook2Id,SyncedQuoteId,ContractId,AI_Countries_Benefited_Copy__c,AI_Account_Role__c,AI_Administrative_Unit__c,AI_and_Machine_Learning__c,Loss_Reason_Picklist__c,AI_Role__c,Augmented_Virtual_Reality__c,Biotech__c,Blockchain__c,Topics__c,Connectivity__c,Countries_Involved__c,Country_Strategy_Priority__c,Is_Minute_Complete__c,ORP_ActualSignatureDate__c,External_Collaboration_Co_Financing__c,ORP_AmountInOriginalCurrency__c,Focus_Area__c,ICT_and_Big_Data__c,ORP_CRFReporting__c,ORP_Complexity__c,AI_Area__c,Intelligent_Location_Services__c,Multisector__c,Opportunity_Iniciators__c,Opportunity_Source__c,Other_IDB_Product_Related__c,ORP_DocumentTitle__c,ORP_Innovation__c,ORP_InnovativeFinance__c,ORP_Leverage__c,ORP_Maintenance__c,Quantum_Computing__c,Referred_Institution__c,ORP_OperationFocus__c,Robotics__c,Sector_Global__c,ORP_OriginalCurrency__c,Shared__c,Subsector_Global__c,X3D_Printing__c,Eligible_Pitch__c,ORP_Pipeline_Year__c,ORP_Potential__c,AI_Sub_Area__c,AI_Technology__c,ORP_PressRelease__c,Other__c,AI5Q_pdf_related__c,Loss_Reason__c,Country_Benefited__c,Beneficiary_Type__c,IDB_Lab_Amount__c,Instrument__c,Instrument_Type__c,Is5QCreated__c,Is5Qcomplete__c,Initiative__c,ORP_Reimbursable_NonReimbursable__c,ORP_Relevance__c,ORP_SGO_NSG__c,ORP_Country_Benefited__c,ORP_Id__c,ORP_Recipient_Fund__c,Is_Public_Pitch_Complete__c,DB_Competitor__c,Minute_Completion_Date__c,PSR_AreaSubAreaJustification__c,PSR_BeneficiaryTypeJustification__c,PSR_TypeOfFunds__c,PSR_TypeOfSession__c,Pitch_ID__c,Preliminary_ESG__c,Previous_Pitch_ID__c,Additional_Tags__c,SDG__c,Errors
Potential External collaboration to improve the Health Information System in Suriname,0012200000VBma5AAD,false,"The SU-L1054 contains an ICT component with the following description Component 1: Institutional strengthening of the MOH for evidenced-based policy-making (estimated US$12.372 million). This component seeks to improve the ICT and physical working environment platforms for the MOH to exercise core policy and technical functions. 
1.30 Subcomponent 1.1. Improved Health Information System (estimated US$4.300 million). This component seeks to improve the Health Information System in Suriname. Based on findings from the needs assessment (see ¶3.11), this subcomponent will finance: (i) technical assistance for updates to policies, standards and interoperability; (ii) design and implementation of data warehouse and dashboards; (iii) improved ICT infrastructure including servers, connectivity and hardware; (iv) design and implementation of the integrated clinical information system for expansion of the CCM and its respective costed maintenance plan; (v) Implementation and analysis of two rounds of the STEPS survey; and (vi) design and implementation of disease registries for CKD and cancer.
The IDB invest consultant  mr Nawien Ghisiawan was approached by DATASUR with the below initiative :
The Suriname Health Digitalization project has as main objective: “Improvement of the healthcare system and henceforth healthcare services in Suriname, through digital transformation of the administrative, patient management and communications systems within the Academic Hospital of Suriname”.",Initiation,,,2020-07-15,Collaboration,,,Pipeline,,,,,SR,Administrator,Country Office in Suriname,false,,Responsible,false,false,false,Science and Technology;,false,,Medium,false,,,,,false,,,,false,,Shared,Existing Operation,,,,,,,false,,,false,Science and Technology,,IDB;IDB Invest,ICT (Information and Communications Technology),false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Regional Cyber Security Operation Center (Cyber SOC),,false,,Closed Won,1500000,,2020-11-30,Project,,,Closed,,,,,NI,,,false,,,false,false,false,Reform / Modernization of the State;,false,,,false,,,,,false,,,Knowledge Economy,false,,IDB LAB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,,false,,,,Future of Work,,,false,06A3s00000FYVB4EAP,,NI,Entrepreneur;Poor/vulnerable/low income;Urban/periurban,750000,,Grant - Non Reimbursable Technical Cooperation;Grant - Contingent Recovery,true,true,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Contingent Recovery:Instrument_Type__c --
Labor Market Alignment with New Industries,0012200000VBlEFAA1,false,To support the development of human resources aligned with the demand of the new industries including oil & gas.,Initiation,10000000,,2020-08-20,Loans,,,Pipeline,,,,,SR,Administrator,Social Sector,false,,Responsible,false,false,false,Social Investment;,false,,,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Social Investment,,,Human Resources & Workforce Development,false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
FinTech Suriname,0012200000VBkuYAAT,false,To support the development of use of technology in the financial sector of Suriname.,Initiation,10000000,,2020-08-20,Loans,,,Pipeline,,,,,SR,Administrator,Institutions for Development Sector,false,,Responsible,false,false,false,Science and Technology;,false,,,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Science and Technology,,,ICT (Information and Communications Technology),false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Fiscal PBL Phase II,,false,Second phase of Fiscal PBL relates to COVID - focus on structure reforms link to fiscal and competitiveness matters.  This is a FMM and INT transaction,Initiation,100000000,,2020-11-15,Loans,,,Pipeline,,,,,TT,Administrator,Fiscal Management Division,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Reform / Modernization of the State,,,Reform and Public Sector Support,false,,,,,,,false,,,TT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Skills for the Future II,0012200000VBkdpAAD,false,"The objective is to make Education and Training more relevant and inclusive, contributing to the economic development of the country to recover after the pandemic.",Closed Won,20000000,,2020-10-26,Loans,,,Closed,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Education;,false,,Medium,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Education,,,School-To-Work Transition,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Coastal Risk Assessment and Management Program II,0012200000VBkoWAAT,false,The INV would facilitate the construction of infrastructure projects that were designed under BA-L1014.,Initiation,50000000,,2020-12-31,Loans,,,Pipeline,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Environment and Natural Disasters;,false,,Medium,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Environment and Natural Disasters,,,Coastal Zone Management,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
New Policy-based Lending Operation (2021),,false,Sector for PBL still to be defined but indication from the GOB is for a new PBL in 2021,Closed Won,80000000,,2020-10-26,Loans,,,Closed,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,,,,,,,,false,,,false,Reform / Modernization of the State,,,Fiscal Policy for Sustainability and Growth,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Roof to Reef Programme,,false,"Possible INV operation of Roof to Reef. This would be a double or triple booking operation, under the CSD department leadership, and with possible involvement of HUD, RND, CCS divisions. Amount still undefined. This INV operation would come from the early 2020 PBL of sustainable development",Closed Won,20000000,,2020-07-01,Loans,,,Closed,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Urban Development and Housing;,false,,High,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Urban Development and Housing,,,Housing,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Project Contract Management AI Project,0012200000VBjMoAAL,false,To develop a system to enhance Project Contract Management from contract initiation through to completion.,In Progress,10000,,2020-12-31,Collaboration,,,Pipeline,,,,,TT,Administrator,Country Office in Trinidad and Tobago,false,,Responsible,false,false,false,Science and Technology;,false,,,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Science and Technology,,,ICT (Information and Communications Technology),false,,,,,,,false,,,TT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
NDC Implementation in Suriname,0012200000VBmaZAAT,false,The project seeks to elaborate an investment plan for the implementation of the NDC in Suriname. The investment plan will be based on the project list annexed to the NDC update document,Initiation,150,,2020-12-31,Technical Cooperation,,,Pipeline,,,,,SR,Administrator,Vice Presidency for Sectors and Knowledge,false,,Responsible,false,false,false,Environment and Natural Disasters;,false,,Medium,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Environment and Natural Disasters,,,Climate Change Mitigation Policy,false,,,,,,,false,,,SR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Education and Socio-emotional support in Times of COVID-19,,false,"El objetivo general es mitigar los efectos negativos que las medidas de distanciamiento social pueden tener en el desarrollo cognitivo y socioemocional de los niños y niñas. Específicamente, el TC busca desarrollar una aplicación para padres de niños pequeños desde preescolar hasta finales de primaria para reducir los impactos negativos sobre los procesos educativos y emocionales debido a la emergencia de salud.",Closed Won,364353,,2020-10-08,Technical Cooperation,,,Closed,,,,,NI,Administrator,Social Sector,false,,Responsible,false,false,false,covid19;Education;,false,,High,false,,,,,false,,,,false,,IDB,Internal Meeting,,,,,,,false,,,false,Education,,,E-Education,false,,,,,,,false,,,NI,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Plan Nacional de Logística de Cargas 2020 - 2032 de República Dominicana,0012200000VBlcYAAT,false,"República Dominicana desea desarrollar su Sistema Logístico Nacional (SLN) a fin de contribuir al logro de los principales objetivos de la Estrategia Nacional de Desarrollo 2030 END-2030: favorecer la competitividad de la economía, propiciar un desarrollo territorial, más equilibrado y consolidarse como un hub logístico regional. En tal sentido, el país ha venido llevando a cabo diversas acciones de importancia, aun cuando más bien inscritas en el marco de esfuerzos sectoriales de infraestructura, modernización de los servicios de transporte y facilitación del comercio. Para profundizar lo alcanzado hasta la fecha, el Banco Interamericano de Desarrollo ha venido asistiendo al país en la elaboración del Plan Nacional de Logística de Cargas, herramienta formulada 
como resultado de un proceso de asistencia técnica al diálogo estratégico entre actores públicos, privados y académicos, para fortalecer los mecanismos de planificación y marcar la hoja de ruta y de priorización de inversiones del sector para los próximos 10 años.",Closed Won,,,2020-08-15,Knowledge Product,,,Closed,,,,,DO,Administrator,Transport Division,false,,Responsible,false,false,false,Transport;,false,,High,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Transport,,,"Logistic Planning, Multimodal Transport and Logistic Platforms",false,,,,,,,false,,,DO,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Distancia2- Herramienta IA prevención COVID-19,0012200000VBjsHAAT,false,Distancia2 es una herramienta de inteligencia artificial desarrollada enteramente por la división de transporte del BID para prevenir contagios de COVID-19 al medir el distanciamiento social en el espacio público. Ecuador es el primer país en la región en implementarla. Se desarrolla en tres fases: i) cámaras de ECU911 de video vigilancia a nivel nacional ii) espacios públicos en 40 playas del Ecuador iii) implementación en los sistemas de transporte de los GADs.,Closed Won,0,,2020-08-15,Technical Cooperation,,,Closed,,,,,EC,Administrator,Transport Division,false,,Responsible,false,false,false,Health;Artificial Intelligence;covid19;Social Distancing;Public Administration and Policy Making;Pandemic;,false,,Medium,false,,ECU911 y GAD municipales aportan con infraestructura necesaria para implementación,,,false,,,,false,,IDB,Existing Operation,ASI Ecuador - BIDLAB,,,,,,false,,,false,Health,,,Disease Prevention & Control,false,,,,,,,false,,,EC,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Electromovilidad para Ecuador,,false,"En el marco de nueva operación de financiamiento para electromovilidad en Ecuador EC-O0009, y para apoyar la implementacióm, expansión y réplica de proyectos en el país, se ha identificado la oportunidad de desarrollar para la mesa de electromvolidad integrada por varios ministerios (coordinada por el MTOP) la estrategia de electromovilidad del país. En proceso de contratación.",In Progress,,,2021-01-31,Technical Cooperation,,,Pipeline,,,,,EC,Administrator,Transport Division,false,,Responsible,false,false,false,Transport;,false,,Medium,false,,Banca Privada del Ecuador,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Transport,,,"Equipment for Land Freight Transport, Fuel and Supplies that Promote Energy Efficiency In Road Transport and Logistic Service Teams",false,,,,,,,false,,,EC,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Hub de Empleo Segundas Oportunidades,,false,Crear un prototipo para un hub de empleo para personas que están por salir de la cárcel o que hayan salido recientemente.,Closed Won,186000,,2021-04-15,Project,,,Closed,,,,,CO,,,false,,,false,false,false,Social Investment;,false,,,false,,,,,false,,,,false,,IDB LAB,Internal Meeting,,,,,,,false,,,false,Social Investment,,,,false,,,,,,,false,06A3s00000HyxFvEAJ,,CO,Women;Poor/vulnerable/low income;Urban/periurban,150000,,Grant - Prototype,true,true,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Prototype:Instrument_Type__c --
Diseño e implementación de una Visión Digital 2030,0012200000VBljDAAT,false,"El BID está apoyando al gobierno con la elaboración de una  visión digital 2030 para el país, acompañada de lineamientos estratégicos y recomendaciones de implementación. Un equipo del BID, compuesto por diversos expertos, está impulsando un diálogo técnico entre diversos actores, encabezados por el Ministerio de la Presidencia, con el objetivo de avanzar en la elaboración de una agenda digital integrada.",In Progress,,,2021-11-30,Collaboration,,,Pipeline,,,,,DO,Administrator,Innovation in Citizen Services Division,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,,false,,,,,false,,,,false,,IDB,,,,,,,,false,,,false,Reform / Modernization of the State,,,E-Government,false,,,,,,,false,,,DO,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Blue carbon restoration Belize,0012200000VBljNAAT,false,"As per the Disaster Risk and Climate Change Vulnerability Assessment For Belize City, the city faces tremendous risk of flooding and as a result the loss of human lives, economic losses in the form of vulnerable infrastructure  for public utilities, medical services provision, houses, to name some. Among the recommendations coming from the study, the preservation of urban mangrove ecosystems is of high priority to ensure some level of flooding resilience. 
This opportunity at it's initiation stage is tasked with assessing the current situation of some of the city's urban mangrove ecosystems showing a considerable level of integrity, in terms of planned and authorized land uses, urban footprint expansion and the general strategy of the city for these ecosystems, to find out how feasible would it's preservation be.",Initiation,,,2021-01-01,Technical Cooperation,,,Pipeline,,,,,BZ,Administrator,"Environment, Rural Development and Risk Management Division",false,,Responsible,false,false,false,Environment and Natural Disasters;,false,,High,false,,,,,false,,,,false,,IDB,,,,,,,,false,,,false,Environment and Natural Disasters,,,,false,,,,,,,false,,,BZ,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
