Roles,IsActive,StartDate,EndDate,Position__c,Rol__c,Errors
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente y Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Vocal,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinación de Proyectos Especiales,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Estrategias de Financiamiento.,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefatura de Gabinete,Decision Maker,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Decision Maker:Rol__c --
,true,,,"Secretaría General de Derechos Humanos, Gerontología Comunitaria, Género y Políticas de Cuidados",Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretaría General Técnico Médica,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Ejecutivo - Unidad Coordinadora de Programas y Proyectos,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente General,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerenta de Capital Humano y Relaciones Institucionales,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Head, Procurement Policy Development",Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Legal Advisor,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Team Lead – Procurement Capacity Development,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Legal Officer,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Graduate Intern - Legal,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Graduate Intern - Legal,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Auditor,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Legal Counsel,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Capacity Development Analyst,Mentor / coach,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Capacity Development Analyst,Mentor / coach,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Team Lead - Audit & Investigation,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista de Adquisiciones,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de la Unidad de Planificación y Gestión,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,claudiolaboranti@gmail.com,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Investigator,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Director BID, BEI y otros financiamientos",Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Recaudacion,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Operaciones,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Monetary and Economic Affairs,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Banking Affairs,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinator Strategy Investment Department,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinator Risk Department,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Head Foreign Department,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,International Relations Officer,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora General de Cambio Climático y Desertificación,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Mitigación de Gases de Efecto Invernadero,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Adaptación al Cambio Climático y Desertificación,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General de Diversidad Biológica,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Subcuenta Covid-19,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio de auditoría,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Ministro del Ambiente,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Contador General de la Nación,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministra de Desarrollo Estratégico de los Recursos Naturales,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Gestión Ambiental,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Senior,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Gabinete Subsecretario,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa Sector Crédito Público,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Programas,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Desarrollo de Ecosistema,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,OPERATIONS SUPPORT ASSISTANT,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,ECONOMICS CONSULTANT,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Chief Executive Officer,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Res Plng & Admin Specialist,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Private Sector Consultant,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,FIDUCIARY FINANCIAL MANAGEMENT SPECIALIST,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Country Economist,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Procurement Specialist,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,ADMINISTRATIVE ASSISTANT,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,DRIVER ASSISTANT,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,ITE Consultant,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,PROCUREMENT CONSULTANT,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Operations Sr Analyst,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Admin Support Asst, Receptionist",Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Consultant,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,REPRESENTATIVE,Diplomat,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CONSULTANT,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Investment Management Officer,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Office Support Assistant/Driver,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Operations Associate,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,WSA Consultant,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,ENERGY SPECIALIST,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,OPERATIONS LEAD SPECIALIST,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,FINANCIAL SUPPORT ASSISTANT,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,COORDINADOR GENERAL UCP PAAP,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Nacional del Programa,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Nacional,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Financiero- Presupuestario,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargada de adquisiciones,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Abogado,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gestor de Proyectos,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
