PSR_Milestone_ID__c,Name,PSR_Description__c,PSR_Due_Day__c,PSR_Means_of_verification__c,PSR_Milestone_Code__c,PSR_Responsible__c,PSR_Type__c,PSR_Value__c,Due_Day_Help_On_New__c,Errors
PR-M1009ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1011ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1013ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1013ML2,"Nombramiento del coordinador del proyecto, a satisfacción del BID","Nombramiento del coordinador del proyecto, a satisfacción del BID",91,Documento de calificación y recomendación aprobado por Visión y Banco,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1013ML3,FECOPROD ha iniciado el proceso de capacitacion a organizaciones de productores,FECOPROD ha iniciado el proceso de capacitacion a organizaciones de productores,365,Resolucion de la Directiva de la CAPASTE aprobando el Plan de Trabajo para los dos años,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1013ML4,Numero de hectareas (1500) que son atendidas con recursos del proyecto,Numero de hectareas (1500) que son atendidas con recursos del proyecto,548,Registro de las empresas asociadas a la CAPASTE,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1013ML5,Numero de pequenos productores (2.500) se encuentran registrados con CAPASTE por,Numero de pequenos productores (2.500) se encuentran registrados con CAPASTE por medio de las empresas produciendo en promedio 0.8 has de stevia,913,Registro de las empresas en la CAPASTE,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1014ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML2,"Nombrado el coordinador del proyecto, a satisfacción del BID","Nombrado el coordinador del proyecto, a satisfacción del BID",91,Documento de calificación y recomendación aprobado por Visión y Banco,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML3,Estudio de Mercado aprobado el Comité Ejecutivo de Visión y presentado y aprobad,Estudio de Mercado aprobado el Comité Ejecutivo de Visión y presentado y aprobado por el BID.Contratada consultoria para desarrollo de productos dirigidos a PE.,365,Resolucion del Comité Ejecutivo aprobando Estudio de Mercado.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML4,Sistema de Informacion Gerencial implementado y operando,Sistema de Informacion Gerencial implementado y operando,548,Evaluación del Departamento Financiero,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML5,Al menos 2000 clientes nuevos de créditos a la pequeña empresa,Al menos 2000 clientes nuevos de créditos a la pequeña empresa,913,Informe de cartera,,Project Coordinator,Active,2000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1015ML6,Al menos 3500 clientes nuevos de créditos a la pequeña empresa,Al menos 3500 clientes nuevos de créditos a la pequeña empresa,1096,Informe de cartera,,Project Coordinator,Active,3500,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1017ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1018ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1018ML2,600 productores asociados entrgan leche a los centros de acopio.,600 productores asociados entrgan leche a los centros de acopio.,548,Registro de Producción lechera,,Project Coordinator,Active,600,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1018ML3,1500 productores asociados entregan 10.000 litros de leche al día comprando las,1500 productores asociados entregan 10.000 litros de leche al día comprando las plantas el 50% de dicha cantidad.,913,Registro de produccion lechera,,Project Coordinator,Active,1500,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1018ML4,2000 productores asociados entregan 12500 litros de leche al día y la plantas lá,2000 productores asociados entregan 12500 litros de leche al día y la plantas lácteas compran el 70% de la leche producida.,1096,Registro de producción Lechera.,,Project Coordinator,Active,2000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1019ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML10,Numero de Entidades Financieras con acuerdos firmados y con sus interfaces opera,Numero de Entidades Financieras con acuerdos firmados y con sus interfaces operativas.,365,Copia de los acuerdos firmados,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML11,Numero de Puntos de Venta con acuerdos establecidos y entrenados para brindar el,"Numero de Puntos de Venta con acuerdos establecidos y entrenados para brindar el servicio, en 20 localidades diferentes.",365,"PSR, Reportes de TIGO. Copia de los acuerdos.",,Project Coordinator,Active,100,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML12,Numero de Puntos de Venta Activos en 50 localidades identificadas. 50 localidade,Numero de Puntos de Venta Activos en 50 localidades identificadas. 50 localidades identificadas,730,Documentacion de Evaluacion PSR Reporte de TIGO y entidades Financieras Aliadas,,Project Coordinator,Active,200,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML13,Realización de encuesta para medir el impacto.,Realización de encuesta para medir el impacto.,730,Copia de los resultados de la encuesta. Producto de conocimiento.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML14,"Se cuenta con evaluación del modelo de negocio,y del impacto de sistema sobre el","Se cuenta con evaluación del modelo de negocio,y del impacto de sistema sobre el acceso a servicios financieros",730,"Evaluacion Intermedia, PSR, Copia del modelo de negocios en producot de aprendizaje.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML15,Se cuenta con una sistematización y estandarización del modelo denegocio Última,Se cuenta con una sistematización y estandarización del modelo denegocio Última Milla,730,Copia del material. Evaluacion Intermedia y Final.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML16,Producto de ahorro diseñado con una entidad financiera regulada y listo para pue,Producto de ahorro diseñado con una entidad financiera regulada y listo para puesta en marcha,730,Material relacionado con el diseño del producto. Evaluacion Intermedia y Final,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML2,Reglamento Operativo aprobado por Tigo,Reglamento Operativo aprobado por Tigo,30,Copia del Reglamento Operativo,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML3,Se ha establecido el comité técnico del proyecto,Se ha establecido el comité técnico del proyecto,30,Minutas de las reuniones.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML4,Se ha seleccionado al Coordinador del proyecto,Se ha seleccionado al Coordinador del proyecto,30,Copia del Contrato del Coordinador del Proyecto.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML5,"Modelo de negocio ajustado que incluye: Saldos en billetera, menos de 5% de tran","Modelo de negocio ajustado que incluye: Saldos en billetera, menos de 5% de transacciones erróneas y su tipificación para disminuir la falencia en la etapa de generalización.",180,Reporte de TIGO PSR,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML6,Realización de encuesta para establecer las líneas de base.,Realización de encuesta para establecer las líneas de base.,180,Resultados de la encuesta.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML7,2 Puntos de Venta con capital operativo propio vs. 2 Puntos de Venta con capital,2 Puntos de Venta con capital operativo propio vs. 2 Puntos de Venta con capital financiado por la entidad financiera por localidad.,180,Reporte de TIGO,,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML8,Términos de referencia y realización de la consultoría para diseñar las encuesta,Términos de referencia y realización de la consultoría para diseñar las encuestas.,180,"Copia de los Terminos de Referencia, Copia de Contrato.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1021ML9,50% de tasa de adopción en los Puntos de Venta (Comercios capacitados vs. activo,50% de tasa de adopción en los Puntos de Venta (Comercios capacitados vs. activos),180,Reporte de TIGO PSR Resultados de la Encuesta,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1022ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1022ML2,Seleccionada Consultoría Principal y Contratado el ATP,Seleccionada Consultoría Principal y Contratado el ATP,183,CV y Contrato de ATP,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1022ML3,FIELCO ha aprobado el Sistema de Indicadores el y Estudio de Línea de Base del p,FIELCO ha aprobado el Sistema de Indicadores el y Estudio de Línea de Base del proyecto,183,Acta de reunión de Directores. TDR de Estudio de linea de base,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1022ML4,Plan de Negocios Diseñado y Completada por la consultoría principal: 	productos,"Plan de Negocios Diseñado y Completada por la consultoría principal: 	productos financieros crediticios 	políticas,  reglamentos y procedimientos financieros",365,"Plan de negocios, manual de credito, manual de politicas y reglamentos",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1022ML5,1900 bancas en operación,1900 bancas en operación,731,Registro de BC. Reporte anual de FIELCO,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML1,Condiciones previas,Condiciones previas,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML10,Modelo de microcrédito para microfranquicias,Modelo de microcrédito para microfranquicias,745,Reglamento de microcrédito de la FP,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML11,3 LMT operativos con al menos 20 mujeres adicionales,3 LMT operativos con al menos 20 mujeres adicionales,990,Informe de operación y resultados de los LMT,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML12,1 microfranquiciador implementa red de microfranquiciadas (al menos 80 mujeres),1 microfranquiciador implementa red de microfranquiciadas (al menos 80 mujeres),990,Informe de gestión de red de microfranquicia,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML13,3 planes de expansión desarrollados,3 planes de expansión desarrollados,990,Planes de Expansión,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
PR-M1023ML14,1 prototipos (segundo ciclo) desarrollados por la FP y en fase piloto,1 prototipos (segundo ciclo) desarrollados por la FP y en fase piloto,1079,Prototipo FP operativo,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
